transaction_date,region,distributor,store,sales_channel,product,category,units_sold,revenue
2024-02-05,Central-West,MidBrasil Supply,Cuiabá Store Center,Cash & Carry,Mineral Water 500ml,Beverages,27,81.0
2024-08-28,South,SulMax Distribuidora,Curitiba Retail Point,Pharmacy,Classic Soda 350ml,Beverages,13,57.59
2024-05-06,North,Norte Supply,Manaus Retail Center,E-commerce,Pasta 500g,Grocery,3,17.22
2024-04-21,Northeast,Nordeste Partners,Fortaleza Market Center,Cash & Carry,Tomato Sauce 340g,Grocery,108,468.72
2024-09-24,Northeast,Nordeste Partners,Salvador Retail Point,Cash & Carry,Dish Soap 500ml,Household,49,243.04
2024-08-08,Northeast,Coastal Distribution,Fortaleza Market Center,Supermarket,Classic Soda 350ml,Beverages,37,169.46
2024-07-26,Southeast,SP Trade Hub,Rio Market Center,Convenience,Mineral Water 500ml,Beverages,21,57.96
2024-03-04,South,Pampa Supply,Porto Alegre Store Hub,Supermarket,Laundry Detergent 1L,Household,63,756.63
2024-10-29,South,Pampa Supply,Curitiba Retail Point,Cash & Carry,Cookies Pack 140g,Confectionery,39,275.73
2024-12-09,Northeast,Nordeste Partners,Fortaleza Market Center,E-commerce,Orange Juice 1L,Beverages,8,59.52
2024-02-06,North,Amazon Distribution,Manaus Retail Center,Cash & Carry,Paper Towels 2-roll,Household,102,872.1
2024-11-29,Northeast,Coastal Distribution,Recife Store Hub,E-commerce,Classic Soda 350ml,Beverages,7,32.62
2024-08-16,North,Norte Supply,Manaus Retail Center,Convenience,Potato Chips 120g,Snacks,7,42.91
2024-12-03,North,Norte Supply,Belém Market Point,Pharmacy,Cookies Pack 140g,Confectionery,18,126.0
2024-07-18,Southeast,Rio Valley Distribution,Campinas Retail Hub,Supermarket,Potato Chips 120g,Snacks,55,339.9
2024-01-26,Northeast,Coastal Distribution,Salvador Retail Point,Convenience,Cookies Pack 140g,Confectionery,11,68.86
2024-08-22,Southeast,SP Trade Hub,São Paulo Prime Store,Cash & Carry,Paper Towels 2-roll,Household,82,689.62
2024-05-23,Southeast,SP Trade Hub,Rio Market Center,Supermarket,Peanut Mix 200g,Snacks,32,259.2
2024-08-20,North,Norte Supply,Porto Velho Outlet,Cash & Carry,Laundry Detergent 1L,Household,59,714.49
2024-07-18,Northeast,Coastal Distribution,Recife Store Hub,Convenience,Tomato Sauce 340g,Grocery,11,43.67
2024-11-26,Northeast,Coastal Distribution,Recife Store Hub,Cash & Carry,Potato Chips 120g,Snacks,77,491.26
2024-07-08,South,SulMax Distribuidora,Curitiba Retail Point,Convenience,Paper Towels 2-roll,Household,19,158.84
2024-07-25,North,Norte Supply,Porto Velho Outlet,E-commerce,Peanut Mix 200g,Snacks,1,7.63
2024-12-08,North,Amazon Distribution,Belém Market Point,Convenience,Potato Chips 120g,Snacks,20,137.4
2024-01-02,South,SulMax Distribuidora,Florianópolis Market Center,Pharmacy,Pasta 500g,Grocery,6,37.98
2024-09-03,Central-West,MidBrasil Supply,Cuiabá Store Center,Convenience,Classic Soda 350ml,Beverages,9,38.43
2024-04-12,Central-West,MidBrasil Supply,Brasília Retail Hub,Convenience,Laundry Detergent 1L,Household,23,282.9
2024-11-15,South,Pampa Supply,Curitiba Retail Point,Pharmacy,Tomato Sauce 340g,Grocery,8,35.68
2024-05-03,Central-West,Cerrado Logistics,Brasília Retail Hub,Convenience,Tomato Sauce 340g,Grocery,20,81.8
2024-02-09,Northeast,Coastal Distribution,Fortaleza Market Center,Cash & Carry,Paper Towels 2-roll,Household,28,246.12
2024-08-27,Northeast,Nordeste Partners,Salvador Retail Point,Cash & Carry,Potato Chips 120g,Snacks,67,438.18
2024-03-10,North,Amazon Distribution,Porto Velho Outlet,E-commerce,Tomato Sauce 340g,Grocery,8,34.88
2024-01-06,Northeast,Coastal Distribution,Recife Store Hub,Cash & Carry,Peanut Mix 200g,Snacks,90,727.2
2024-05-01,Central-West,MidBrasil Supply,Goiânia Sales Point,Cash & Carry,Chocolate Bar 90g,Confectionery,93,471.51
2024-05-21,Central-West,Cerrado Logistics,Goiânia Sales Point,Pharmacy,Paper Towels 2-roll,Household,19,156.56
2024-02-21,North,Norte Supply,Manaus Retail Center,Pharmacy,Chocolate Bar 90g,Confectionery,4,21.6
2024-06-27,Northeast,Coastal Distribution,Recife Store Hub,Pharmacy,Paper Towels 2-roll,Household,13,117.65
2024-10-19,South,SulMax Distribuidora,Curitiba Retail Point,Cash & Carry,Dish Soap 500ml,Household,17,85.51
2024-01-24,Northeast,Nordeste Partners,Recife Store Hub,Supermarket,Paper Towels 2-roll,Household,32,264.96
2024-02-01,Northeast,Nordeste Partners,Recife Store Hub,Convenience,Tomato Sauce 340g,Grocery,24,100.08
2024-04-14,South,SulMax Distribuidora,Curitiba Retail Point,Cash & Carry,Paper Towels 2-roll,Household,61,541.68
2024-08-30,Central-West,MidBrasil Supply,Goiânia Sales Point,Cash & Carry,Mineral Water 500ml,Beverages,63,162.54
2024-08-03,Central-West,Cerrado Logistics,Cuiabá Store Center,Supermarket,Dish Soap 500ml,Household,23,105.11
2024-02-25,Northeast,Nordeste Partners,Recife Store Hub,Supermarket,Cookies Pack 140g,Confectionery,65,423.15
2024-10-11,Northeast,Coastal Distribution,Fortaleza Market Center,E-commerce,Paper Towels 2-roll,Household,17,158.61
2024-09-29,South,Pampa Supply,Porto Alegre Store Hub,Supermarket,Laundry Detergent 1L,Household,37,496.17
2024-05-13,Southeast,SP Trade Hub,Belo Horizonte Outlet,Convenience,Chocolate Bar 90g,Confectionery,22,113.3
2024-10-01,North,Amazon Distribution,Belém Market Point,Convenience,Cookies Pack 140g,Confectionery,17,123.42
2024-04-27,South,SulMax Distribuidora,Florianópolis Market Center,Supermarket,Classic Soda 350ml,Beverages,78,375.96
2024-03-10,North,Norte Supply,Belém Market Point,E-commerce,Paper Towels 2-roll,Household,2,17.44
2024-09-17,South,SulMax Distribuidora,Curitiba Retail Point,Supermarket,Classic Soda 350ml,Beverages,79,377.62
2024-02-17,Northeast,Nordeste Partners,Salvador Retail Point,E-commerce,Pasta 500g,Grocery,9,51.03
2024-09-08,South,SulMax Distribuidora,Curitiba Retail Point,Cash & Carry,Cookies Pack 140g,Confectionery,41,262.81
2024-08-14,Northeast,Nordeste Partners,Fortaleza Market Center,Supermarket,Laundry Detergent 1L,Household,19,234.46
2024-03-25,South,SulMax Distribuidora,Florianópolis Market Center,Convenience,Tomato Sauce 340g,Grocery,24,97.2
2024-12-06,Central-West,Cerrado Logistics,Goiânia Sales Point,Cash & Carry,Classic Soda 350ml,Beverages,103,428.48
2024-11-22,North,Amazon Distribution,Belém Market Point,Supermarket,Paper Towels 2-roll,Household,20,162.4
2024-11-27,Northeast,Coastal Distribution,Recife Store Hub,Pharmacy,Pasta 500g,Grocery,13,71.24
2024-06-09,South,SulMax Distribuidora,Florianópolis Market Center,Supermarket,Chocolate Bar 90g,Confectionery,58,321.9
2024-02-13,South,Pampa Supply,Porto Alegre Store Hub,Convenience,Mineral Water 500ml,Beverages,20,58.8
2024-02-09,South,Pampa Supply,Porto Alegre Store Hub,Pharmacy,Pasta 500g,Grocery,6,33.54
2024-01-21,Central-West,Cerrado Logistics,Brasília Retail Hub,Pharmacy,Tomato Sauce 340g,Grocery,18,74.88
2024-12-04,North,Amazon Distribution,Porto Velho Outlet,Cash & Carry,Classic Soda 350ml,Beverages,48,229.44
2024-09-21,Southeast,Atlântico Distribuição,Rio Market Center,Cash & Carry,Chocolate Bar 90g,Confectionery,50,271.5
2024-03-17,Southeast,Atlântico Distribuição,São Paulo Prime Store,Supermarket,Cookies Pack 140g,Confectionery,44,299.64
2024-06-07,Central-West,MidBrasil Supply,Cuiabá Store Center,Cash & Carry,Chocolate Bar 90g,Confectionery,120,614.4
2024-12-31,South,Pampa Supply,Florianópolis Market Center,Cash & Carry,Pasta 500g,Grocery,20,120.4
2024-11-04,North,Norte Supply,Manaus Retail Center,Supermarket,Cookies Pack 140g,Confectionery,68,471.24
2024-05-17,North,Amazon Distribution,Manaus Retail Center,Cash & Carry,Classic Soda 350ml,Beverages,117,487.89
2024-10-11,North,Norte Supply,Belém Market Point,E-commerce,Orange Juice 1L,Beverages,17,139.4
2024-08-30,Central-West,MidBrasil Supply,Cuiabá Store Center,Supermarket,Pasta 500g,Grocery,73,456.98
2024-11-27,Northeast,Nordeste Partners,Salvador Retail Point,Supermarket,Pasta 500g,Grocery,18,104.58
2024-12-22,Northeast,Nordeste Partners,Fortaleza Market Center,Cash & Carry,Mineral Water 500ml,Beverages,66,188.1
2024-12-08,Central-West,Cerrado Logistics,Cuiabá Store Center,E-commerce,Dish Soap 500ml,Household,10,48.3
2024-03-07,Northeast,Nordeste Partners,Recife Store Hub,Pharmacy,Paper Towels 2-roll,Household,13,117.13
2024-05-08,South,Pampa Supply,Curitiba Retail Point,Cash & Carry,Peanut Mix 200g,Snacks,25,203.75
2024-06-30,North,Norte Supply,Belém Market Point,Pharmacy,Mineral Water 500ml,Beverages,13,37.96
2024-12-11,North,Amazon Distribution,Belém Market Point,Supermarket,Paper Towels 2-roll,Household,57,483.36
2024-02-13,Northeast,Coastal Distribution,Recife Store Hub,Cash & Carry,Dish Soap 500ml,Household,75,360.0
2024-09-28,Southeast,Atlântico Distribuição,Rio Market Center,E-commerce,Laundry Detergent 1L,Household,17,226.61
2024-05-03,North,Amazon Distribution,Porto Velho Outlet,Cash & Carry,Chocolate Bar 90g,Confectionery,86,479.02
2024-03-09,South,SulMax Distribuidora,Porto Alegre Store Hub,Convenience,Paper Towels 2-roll,Household,17,150.45
2024-11-23,North,Norte Supply,Manaus Retail Center,Convenience,Dish Soap 500ml,Household,4,21.16
2024-06-30,Central-West,Cerrado Logistics,Goiânia Sales Point,Supermarket,Potato Chips 120g,Snacks,34,232.56
2024-04-23,Central-West,MidBrasil Supply,Cuiabá Store Center,Cash & Carry,Cookies Pack 140g,Confectionery,118,756.38
2024-09-26,North,Amazon Distribution,Manaus Retail Center,E-commerce,Tomato Sauce 340g,Grocery,15,65.25
2024-10-30,North,Amazon Distribution,Porto Velho Outlet,Supermarket,Potato Chips 120g,Snacks,21,139.44
2024-11-25,Northeast,Coastal Distribution,Recife Store Hub,Supermarket,Cookies Pack 140g,Confectionery,51,374.34
2024-11-09,North,Norte Supply,Manaus Retail Center,Cash & Carry,Orange Juice 1L,Beverages,112,885.92
2024-07-27,Central-West,MidBrasil Supply,Goiânia Sales Point,Pharmacy,Pasta 500g,Grocery,19,116.09
2024-01-14,South,SulMax Distribuidora,Curitiba Retail Point,Supermarket,Potato Chips 120g,Snacks,13,85.67
2024-11-01,Central-West,MidBrasil Supply,Goiânia Sales Point,E-commerce,Mineral Water 500ml,Beverages,17,50.83
2024-12-25,Northeast,Coastal Distribution,Salvador Retail Point,Pharmacy,Dish Soap 500ml,Household,17,80.07
2024-11-13,Central-West,Cerrado Logistics,Cuiabá Store Center,Pharmacy,Classic Soda 350ml,Beverages,8,35.36
2024-06-08,South,Pampa Supply,Curitiba Retail Point,Cash & Carry,Orange Juice 1L,Beverages,92,677.12
2024-04-25,North,Norte Supply,Manaus Retail Center,E-commerce,Peanut Mix 200g,Snacks,8,64.48
2024-07-27,Southeast,Atlântico Distribuição,São Paulo Prime Store,E-commerce,Mineral Water 500ml,Beverages,7,18.55
2024-03-16,Northeast,Nordeste Partners,Fortaleza Market Center,E-commerce,Pasta 500g,Grocery,3,16.95
2024-02-17,Central-West,MidBrasil Supply,Brasília Retail Hub,Pharmacy,Orange Juice 1L,Beverages,10,84.5
2024-01-22,Central-West,Cerrado Logistics,Cuiabá Store Center,E-commerce,Cookies Pack 140g,Confectionery,12,83.28
2024-08-10,Central-West,Cerrado Logistics,Brasília Retail Hub,Pharmacy,Cookies Pack 140g,Confectionery,3,20.46
2024-01-10,North,Amazon Distribution,Porto Velho Outlet,Supermarket,Cookies Pack 140g,Confectionery,15,109.2
2024-11-07,North,Amazon Distribution,Belém Market Point,Pharmacy,Cookies Pack 140g,Confectionery,4,28.6
2024-06-13,North,Norte Supply,Manaus Retail Center,Pharmacy,Orange Juice 1L,Beverages,8,59.12
2024-01-27,Northeast,Nordeste Partners,Salvador Retail Point,Convenience,Chocolate Bar 90g,Confectionery,16,86.56
2024-11-16,Northeast,Coastal Distribution,Fortaleza Market Center,Cash & Carry,Tomato Sauce 340g,Grocery,77,319.55
2024-05-15,South,SulMax Distribuidora,Florianópolis Market Center,Supermarket,Pasta 500g,Grocery,47,288.58
2024-01-03,North,Amazon Distribution,Manaus Retail Center,Convenience,Pasta 500g,Grocery,19,120.84
2024-12-07,Northeast,Coastal Distribution,Salvador Retail Point,Supermarket,Tomato Sauce 340g,Grocery,80,348.8
2024-04-29,South,SulMax Distribuidora,Porto Alegre Store Hub,Cash & Carry,Potato Chips 120g,Snacks,97,617.89
2024-12-19,North,Amazon Distribution,Manaus Retail Center,Convenience,Tomato Sauce 340g,Grocery,25,97.0
2024-02-03,North,Norte Supply,Porto Velho Outlet,E-commerce,Paper Towels 2-roll,Household,10,84.0
2024-10-25,Northeast,Nordeste Partners,Fortaleza Market Center,Pharmacy,Peanut Mix 200g,Snacks,7,56.49
2024-12-02,South,Pampa Supply,Florianópolis Market Center,E-commerce,Cookies Pack 140g,Confectionery,10,71.6
2024-03-15,South,Pampa Supply,Curitiba Retail Point,E-commerce,Peanut Mix 200g,Snacks,18,154.26
2024-03-16,South,Pampa Supply,Florianópolis Market Center,E-commerce,Potato Chips 120g,Snacks,11,72.27
2024-11-12,Central-West,Cerrado Logistics,Cuiabá Store Center,Convenience,Laundry Detergent 1L,Household,9,120.69
2024-03-13,Northeast,Nordeste Partners,Recife Store Hub,Supermarket,Peanut Mix 200g,Snacks,65,524.55
2024-01-12,South,SulMax Distribuidora,Porto Alegre Store Hub,E-commerce,Paper Towels 2-roll,Household,18,155.88
2024-01-16,Southeast,Rio Valley Distribution,São Paulo Prime Store,Pharmacy,Cookies Pack 140g,Confectionery,16,103.2
2024-11-06,Northeast,Coastal Distribution,Fortaleza Market Center,Supermarket,Pasta 500g,Grocery,38,218.12
2024-03-11,South,Pampa Supply,Florianópolis Market Center,Supermarket,Pasta 500g,Grocery,12,74.64
2024-03-01,Central-West,Cerrado Logistics,Brasília Retail Hub,Pharmacy,Dish Soap 500ml,Household,6,31.32
2024-03-16,South,Pampa Supply,Porto Alegre Store Hub,Cash & Carry,Pasta 500g,Grocery,66,395.34
2024-10-08,Central-West,Cerrado Logistics,Brasília Retail Hub,Convenience,Orange Juice 1L,Beverages,15,119.85
2024-01-08,Central-West,MidBrasil Supply,Cuiabá Store Center,Cash & Carry,Potato Chips 120g,Snacks,86,557.28
2024-06-09,Southeast,SP Trade Hub,Campinas Retail Hub,Supermarket,Pasta 500g,Grocery,53,336.55
2024-10-04,North,Norte Supply,Manaus Retail Center,Convenience,Cookies Pack 140g,Confectionery,7,45.64
2024-03-25,Central-West,MidBrasil Supply,Cuiabá Store Center,Cash & Carry,Classic Soda 350ml,Beverages,76,355.68
2024-11-03,North,Amazon Distribution,Porto Velho Outlet,E-commerce,Cookies Pack 140g,Confectionery,13,94.12
2024-09-14,Southeast,SP Trade Hub,São Paulo Prime Store,Cash & Carry,Cookies Pack 140g,Confectionery,40,253.6
2024-07-11,Northeast,Coastal Distribution,Recife Store Hub,Cash & Carry,Orange Juice 1L,Beverages,82,601.88
2024-06-13,Central-West,Cerrado Logistics,Brasília Retail Hub,E-commerce,Orange Juice 1L,Beverages,2,15.68
2024-07-29,Northeast,Nordeste Partners,Fortaleza Market Center,Pharmacy,Dish Soap 500ml,Household,6,27.3
2024-01-09,Central-West,Cerrado Logistics,Cuiabá Store Center,Convenience,Peanut Mix 200g,Snacks,18,146.16
2024-12-31,South,Pampa Supply,Porto Alegre Store Hub,Supermarket,Classic Soda 350ml,Beverages,67,320.26
2024-06-25,Southeast,Atlântico Distribuição,Campinas Retail Hub,E-commerce,Mineral Water 500ml,Beverages,1,2.82
2024-01-25,North,Norte Supply,Porto Velho Outlet,Pharmacy,Cookies Pack 140g,Confectionery,7,48.09
2024-09-25,South,SulMax Distribuidora,Porto Alegre Store Hub,Cash & Carry,Cookies Pack 140g,Confectionery,101,690.84
2024-04-28,North,Amazon Distribution,Manaus Retail Center,Supermarket,Tomato Sauce 340g,Grocery,21,94.29
2024-06-25,Central-West,MidBrasil Supply,Cuiabá Store Center,Supermarket,Potato Chips 120g,Snacks,61,371.49
2024-03-25,South,SulMax Distribuidora,Porto Alegre Store Hub,Cash & Carry,Potato Chips 120g,Snacks,101,615.09
2024-04-22,South,SulMax Distribuidora,Curitiba Retail Point,Pharmacy,Orange Juice 1L,Beverages,15,113.55
2024-10-06,South,Pampa Supply,Curitiba Retail Point,Pharmacy,Tomato Sauce 340g,Grocery,20,90.4
2024-02-08,Southeast,SP Trade Hub,Campinas Retail Hub,Supermarket,Tomato Sauce 340g,Grocery,79,320.74
2024-06-14,Central-West,Cerrado Logistics,Cuiabá Store Center,Supermarket,Laundry Detergent 1L,Household,16,188.48
2024-05-21,Southeast,Atlântico Distribuição,São Paulo Prime Store,Cash & Carry,Cookies Pack 140g,Confectionery,51,374.34
2024-07-22,Northeast,Coastal Distribution,Recife Store Hub,Convenience,Orange Juice 1L,Beverages,18,142.92
2024-09-19,Northeast,Coastal Distribution,Fortaleza Market Center,Pharmacy,Dish Soap 500ml,Household,7,36.61
2024-10-28,North,Amazon Distribution,Manaus Retail Center,Cash & Carry,Tomato Sauce 340g,Grocery,83,366.86
2024-03-28,North,Amazon Distribution,Belém Market Point,E-commerce,Cookies Pack 140g,Confectionery,18,119.34
2024-04-28,Southeast,Rio Valley Distribution,Belo Horizonte Outlet,Supermarket,Cookies Pack 140g,Confectionery,79,515.08
2024-01-15,North,Amazon Distribution,Porto Velho Outlet,Convenience,Cookies Pack 140g,Confectionery,13,84.63
2024-10-28,Southeast,Rio Valley Distribution,São Paulo Prime Store,Pharmacy,Paper Towels 2-roll,Household,19,171.19
2024-12-24,Southeast,Atlântico Distribuição,São Paulo Prime Store,Pharmacy,Tomato Sauce 340g,Grocery,3,12.39
2024-01-08,Southeast,SP Trade Hub,Belo Horizonte Outlet,E-commerce,Mineral Water 500ml,Beverages,12,35.04
2024-03-28,Southeast,Rio Valley Distribution,Campinas Retail Hub,Cash & Carry,Dish Soap 500ml,Household,38,177.84
2024-07-20,Central-West,MidBrasil Supply,Cuiabá Store Center,Supermarket,Orange Juice 1L,Beverages,56,408.24
2024-10-18,Central-West,MidBrasil Supply,Goiânia Sales Point,Convenience,Cookies Pack 140g,Confectionery,7,49.35
2024-06-16,South,SulMax Distribuidora,Curitiba Retail Point,E-commerce,Mineral Water 500ml,Beverages,13,39.13
2024-12-15,South,SulMax Distribuidora,Florianópolis Market Center,E-commerce,Pasta 500g,Grocery,9,50.85
2024-03-05,South,Pampa Supply,Florianópolis Market Center,Cash & Carry,Mineral Water 500ml,Beverages,19,56.24
2024-11-02,North,Amazon Distribution,Porto Velho Outlet,E-commerce,Cookies Pack 140g,Confectionery,9,61.29
2024-11-08,Central-West,Cerrado Logistics,Brasília Retail Hub,E-commerce,Chocolate Bar 90g,Confectionery,17,92.65
2024-11-16,North,Amazon Distribution,Belém Market Point,Convenience,Tomato Sauce 340g,Grocery,20,84.2
2024-04-30,North,Norte Supply,Manaus Retail Center,Convenience,Mineral Water 500ml,Beverages,20,55.2
2024-04-05,Southeast,Atlântico Distribuição,Campinas Retail Hub,E-commerce,Dish Soap 500ml,Household,1,5.24
2024-02-02,Southeast,Atlântico Distribuição,Belo Horizonte Outlet,Cash & Carry,Laundry Detergent 1L,Household,107,1365.32
2024-03-17,Southeast,Atlântico Distribuição,Belo Horizonte Outlet,Pharmacy,Pasta 500g,Grocery,20,125.8
2024-06-12,South,Pampa Supply,Florianópolis Market Center,Supermarket,Mineral Water 500ml,Beverages,76,215.08
2024-12-14,Southeast,Rio Valley Distribution,São Paulo Prime Store,E-commerce,Chocolate Bar 90g,Confectionery,17,84.49
2024-05-17,Northeast,Nordeste Partners,Salvador Retail Point,Cash & Carry,Paper Towels 2-roll,Household,18,160.74
2024-12-17,Central-West,MidBrasil Supply,Brasília Retail Hub,E-commerce,Chocolate Bar 90g,Confectionery,15,81.9
2024-03-31,North,Amazon Distribution,Manaus Retail Center,Convenience,Pasta 500g,Grocery,13,80.99
2024-08-23,Central-West,MidBrasil Supply,Goiânia Sales Point,E-commerce,Cookies Pack 140g,Confectionery,13,84.11
2024-03-09,Central-West,MidBrasil Supply,Goiânia Sales Point,Supermarket,Dish Soap 500ml,Household,78,397.02
2024-10-20,Central-West,MidBrasil Supply,Goiânia Sales Point,Supermarket,Pasta 500g,Grocery,23,132.25
2024-09-29,Northeast,Coastal Distribution,Recife Store Hub,Convenience,Mineral Water 500ml,Beverages,13,37.7
2024-10-21,Southeast,SP Trade Hub,Rio Market Center,Pharmacy,Mineral Water 500ml,Beverages,7,19.32
2024-09-28,South,SulMax Distribuidora,Florianópolis Market Center,Supermarket,Chocolate Bar 90g,Confectionery,57,288.42
2024-07-06,South,SulMax Distribuidora,Florianópolis Market Center,Pharmacy,Chocolate Bar 90g,Confectionery,2,11.58
2024-06-15,Southeast,Rio Valley Distribution,Rio Market Center,Pharmacy,Pasta 500g,Grocery,2,12.0
2024-01-04,Southeast,Rio Valley Distribution,Rio Market Center,Convenience,Potato Chips 120g,Snacks,9,56.7
